Company,Market Share Gaming GPU (%),Market Share Data Center GPU (%),Annual Revenue (Billion USD),Product Lines,Performance Gaming (1-10),Performance AI/Compute (1-10),Power Efficiency (1-10),Innovation Focus,Target Markets,Strengths,Weaknesses,Recent Major Development
ASRock,42.6,47.23,8.38,X570 GPU,8,8,3,Multi-GPU Scaling,Consumer Electronics,Robust software support,Security vulnerabilities,Acquired Mellanox
Nvidia,135.34,32.67,25.37,Shield,4,1,5,Edge Computing,"Data Center, Cloud, Media & Entertainment",Strong developer ecosystem,Supply chain constraints,Released VR-optimized hardware
Marvell,155.58,14.03,35.71,"OCTEON, Alaska",2,7,3,Low Latency Streaming,"Healthcare, Education, Mobile",Strong partnerships,Limited mobile presence,Released latest mobile GPU
Marvell,33.88,46.27,24.09,OCTEON,6,5,1,Deep Learning,Defense,Wide product portfolio,Inconsistent performance,Released latest mobile GPU
AMD,62.7,61.07,4.36,"Radeon, Vega, Ryzen Graphics",9,8,7,Low Latency Streaming,Education,Scalable architectures,High prices,Partnered with automotive leaders
MediaTek,105.2,13.15,28.62,"Dimensity, Mali GPU",10,2,6,AI Acceleration,"Mobile, Education, Defense, Data Center",High power efficiency,High power consumption,Launched new RTX 40 series
ASRock,33.58,27.12,39.07,X570 GPU,5,2,8,Deep Learning,Financial Services,Competitive pricing,High power consumption,Introduced AI-focused GPUs
Xilinx,15.52,52.2,14.43,Versal,6,7,6,Ray Tracing,"AI/Compute, Healthcare, Gaming, Enterprise",Global market presence,Software compatibility issues,Enhanced power efficiency technologies
NXP Semiconductors,134.56,59.34,13.48,"Layerscape, i.MX GPU",7,2,8,5G Integration,Data Center,Strong developer ecosystem,High prices,Acquired Mellanox
Micron,70.64,28.45,4.11,HBM Memory,6,5,3,Neural Networks,"Education, Healthcare, IoT",Scalable architectures,Late to market in some segments,Partnered with automotive leaders
Samsung,95.94,3.17,8.7,"RDNA, Mali GPU",7,10,10,Ray Tracing,"Financial Services, Gaming",Global market presence,Supply chain constraints,Launched new RTX 40 series
Samsung,121.74,74.95,14.95,Mali GPU,2,1,10,Low Latency Streaming,Financial Services,Robust software support,Late to market in some segments,Enhanced power efficiency technologies
Texas Instruments,147.94,49.97,37.57,"TMS320, DSP",2,3,6,5G Integration,"Mobile, Healthcare, AI/Compute, Cloud",Robust software support,Supply chain constraints,Partnered with automotive leaders
Sony,90.88,71.63,38.04,"PlayStation GPU, Imagination GPU",2,4,4,Low Latency Streaming,"Data Center, Cloud",Strong brand recognition,Limited mobile presence,Upgraded software development kits
Qualcomm,64.8,20.84,19.52,Snapdragon GPU,1,2,6,High Performance Computing,"Mobile, Enterprise",Cutting-edge technology,Limited mobile presence,Announced new AI research lab
ASRock,155.18,29.29,13.68,Phantom Gaming,10,4,1,VR/AR,"Financial Services, Data Center",Strong developer ecosystem,Inconsistent performance,Released latest mobile GPU
ASRock,12.74,8.96,11.23,"X570 GPU, Phantom Gaming",2,3,1,Blockchain Security,"Gaming, Data Center, Enterprise",Wide product portfolio,Limited mobile presence,Expanded cloud gaming services
ASRock,164.42,51.04,35.13,"X570 GPU, Phantom Gaming",6,6,2,High Performance Computing,"Telecommunications, Healthcare, Defense, Cloud",Diverse product applications,Complex integration,Expanded cloud gaming services
Sony,93.82,30.37,4.72,Imagination GPU,8,9,8,Neural Networks,"Cloud, Education, Financial Services",Diverse product applications,Limited mobile presence,Introduced AI-focused GPUs
MediaTek,9.56,40.71,11.68,"Dimensity, Mali GPU",4,4,6,Mobile Graphics,"Telecommunications, Defense, Consumer Electronics, Healthcare",Diverse product applications,Security vulnerabilities,Acquired Mellanox
Apple,110.66,47.66,35.57,"M2 GPU, A14 GPU, M1 GPU",2,2,2,Ray Tracing,"Enterprise, Telecommunications, IoT",Innovative R&D,Security vulnerabilities,Acquired Mellanox
Texas Instruments,123.56,74.48,29.13,"DSP, TMS320",3,4,10,VR/AR,"Financial Services, Media & Entertainment, Gaming, Data Center",Scalable architectures,Supply chain constraints,Partnered with automotive leaders
MediaTek,139.38,55.21,28.08,Dimensity,3,5,8,Mobile Graphics,"Defense, Enterprise, Automotive, Consumer Electronics",High power efficiency,Software compatibility issues,Announced new AI research lab
Marvell,152.48,9.15,21.92,"Alaska, OCTEON",2,2,10,5G Integration,"Defense, Media & Entertainment",Strong partnerships,High prices,Enhanced power efficiency technologies
Texas Instruments,15.24,57.61,20.96,"DSP, TMS320",7,4,9,Cloud Gaming,"Media & Entertainment, Automotive, Mobile, Enterprise",Strong partnerships,Limited AI focus,Upgraded software development kits
Micron,128.14,32.16,37.61,"GDDR, HBM Memory",10,2,9,Blockchain Security,IoT,Strong brand recognition,Narrow product range,Introduced AI-focused GPUs
ASRock,144.84,61.7,1.91,X570 GPU,1,8,1,AI Acceleration,AI/Compute,Robust software support,Complex integration,Upgraded software development kits
IBM,44.68,71.16,18.68,"PowerAI, Watson GPU",6,2,7,FPGA Optimization,"Education, Gaming, Enterprise, Telecommunications",Advanced AI capabilities,Complex integration,Upgraded software development kits
Apple,125.24,71.44,30.09,"M2 GPU, A15 GPU",3,2,2,Ray Tracing,"Consumer Electronics, Telecommunications",Leading performance,Software compatibility issues,Expanded cloud gaming services
Broadcom,94.98,13.68,16.89,VideoCore,9,9,3,Deep Learning,"IoT, Defense, Healthcare",Cutting-edge technology,High power consumption,Partnered with automotive leaders
IBM,95.7,35.45,6.7,Watson GPU,4,5,4,Low Latency Streaming,AI/Compute,Robust software support,Security vulnerabilities,Released latest mobile GPU
Marvell,45.6,33.6,25.37,"OCTEON, Alaska",9,9,7,Blockchain Security,"Enterprise, Telecommunications, Cloud",Strong brand recognition,Inconsistent performance,Partnered with automotive leaders
Broadcom,140.5,37.17,9.38,"StrataDNX, Tomahawk",7,9,5,Energy Efficiency,"Data Center, Consumer Electronics, IoT, Defense",Advanced AI capabilities,Smaller developer base,Integrated 5G with GPUs
AMD,156.9,37.83,8.92,"Instinct, Ryzen Graphics, Radeon",7,3,3,Cloud Gaming,"Data Center, Financial Services, Gaming",Competitive pricing,Smaller developer base,Partnered with automotive leaders
Nvidia,153.74,68.55,13.2,"GeForce, RTX, Shield",5,7,4,Edge Computing,"Mobile, Healthcare, AI/Compute, Enterprise",Competitive pricing,Late to market in some segments,Upgraded software development kits
AMD,91.58,6.33,29.33,"Instinct, Vega",1,4,6,5G Integration,"Consumer Electronics, Mobile",Strong brand recognition,Limited mobile presence,Expanded cloud gaming services
Huawei,5.54,66.83,28.81,"Ascend AI, Kirin GPU",2,6,4,Blockchain Security,Defense,Robust software support,Security vulnerabilities,Upgraded software development kits
Sony,161.68,65.66,30.71,Imagination GPU,7,7,6,Neural Networks,"Consumer Electronics, Financial Services, IoT",Leading performance,Smaller developer base,Introduced AI-focused GPUs
AMD,123.26,27.97,34.1,Vega,1,3,4,AI Acceleration,Automotive,Leading performance,Limited mobile presence,Launched new RTX 40 series
Intel,57.12,48.22,12.46,"Xe, HD Graphics",5,6,1,Multi-GPU Scaling,"Telecommunications, Cloud, Consumer Electronics",Diverse product applications,Narrow product range,Released VR-optimized hardware
Samsung,129.38,44.41,18.49,Mali GPU,2,8,10,Autonomous Vehicles,"Defense, Telecommunications, Automotive, Mobile",Competitive pricing,Supply chain constraints,Announced new AI research lab
Nvidia,36.92,39.67,3.72,"Jetson, DGX, GeForce",9,10,6,Neural Networks,"Enterprise, Mobile, Automotive",High power efficiency,Software compatibility issues,Enhanced power efficiency technologies
Texas Instruments,89.46,63.4,16.79,"DSP, TMS320",2,5,1,VR/AR,"Automotive, IoT",Wide product portfolio,High prices,Partnered with automotive leaders
Sony,20.12,21.56,2.87,"PlayStation GPU, Imagination GPU",5,5,3,Neural Networks,"Mobile, Media & Entertainment, Healthcare",Scalable architectures,Smaller developer base,Released latest mobile GPU
Analog Devices,111.8,40.82,33.68,"SHARC, Blackfin",5,2,10,Blockchain Security,"IoT, Mobile",Innovative R&D,Inconsistent performance,Released VR-optimized hardware
Xilinx,140.18,5.38,5.83,"Versal, Alveo",4,4,1,5G Integration,"Telecommunications, Financial Services",Robust software support,Narrow product range,Released latest mobile GPU
ARM,161.48,48.71,39.51,Mali,4,1,7,Ray Tracing,"AI/Compute, IoT, Defense",Strong brand recognition,Security vulnerabilities,Enhanced power efficiency technologies
Nvidia,90.04,66.64,9.1,"Tesla, TITAN",10,9,7,Cloud Gaming,Data Center,Wide product portfolio,Smaller developer base,Launched new RTX 40 series
AMD,143.74,16.08,19.27,"Vega, Radeon, FirePro",1,9,9,Neural Networks,"IoT, Financial Services",Strong developer ecosystem,Inconsistent performance,Integrated 5G with GPUs
ASRock,110.72,61.73,21.39,"Phantom Gaming, X570 GPU",10,2,10,Low Latency Streaming,"IoT, Consumer Electronics, Defense",Competitive pricing,Inconsistent performance,Released VR-optimized hardware
Micron,50.88,20.17,23.22,"HBM Memory, GDDR",3,3,5,VR/AR,Financial Services,Wide product portfolio,High prices,Released latest mobile GPU
ASRock,158.46,72.96,13.48,"X570 GPU, Phantom Gaming",6,7,3,Neural Networks,"Consumer Electronics, Healthcare, Financial Services",Leading performance,Inconsistent performance,Launched new RTX 40 series
IBM,82.6,52.19,16.86,"Z Series, Watson GPU, PowerAI",9,9,3,FPGA Optimization,"Financial Services, Consumer Electronics, Education",Scalable architectures,Late to market in some segments,Acquired Mellanox
Google,168.68,72.68,17.43,"TPU, Coral Edge TPU",5,10,6,Autonomous Vehicles,"Telecommunications, Gaming, Consumer Electronics, Cloud",Strong partnerships,Security vulnerabilities,Partnered with automotive leaders
Samsung,44.54,63.55,30.85,"Exynos GPU, Mali GPU",1,9,5,Energy Efficiency,"Consumer Electronics, Media & Entertainment",Innovative R&D,Complex integration,Upgraded software development kits
Qualcomm,43.68,60.36,36.16,Kryo,9,3,7,VR/AR,"Media & Entertainment, Data Center, Mobile",Diverse product applications,Inconsistent performance,Upgraded software development kits
Broadcom,159.92,51.37,20.81,"Tomahawk, StrataDNX",2,4,4,Ray Tracing,"Defense, Cloud, Media & Entertainment",Cutting-edge technology,High prices,Released latest mobile GPU
AMD,71.14,18.13,33.11,"FirePro, Radeon",10,9,8,Autonomous Vehicles,"Media & Entertainment, Education, Financial Services",Leading performance,High power consumption,Acquired Mellanox
MediaTek,16.96,34.84,33.23,"Dimensity, Mali GPU",7,4,3,AI Acceleration,Cloud,Competitive pricing,Limited mobile presence,Acquired Mellanox
ASRock,168.88,11.31,16.23,"X570 GPU, Phantom Gaming",1,4,7,Mobile Graphics,"Consumer Electronics, Media & Entertainment",Innovative R&D,Smaller developer base,Released VR-optimized hardware
IBM,136.24,0.03,10.19,"PowerAI, Watson GPU, Z Series",4,6,7,High Performance Computing,"Enterprise, Mobile, Education, IoT",Cutting-edge technology,Supply chain constraints,Enhanced power efficiency technologies
NXP Semiconductors,82.28,53.96,37.62,"i.MX GPU, Layerscape",10,7,4,FPGA Optimization,"Automotive, Gaming",Global market presence,Software compatibility issues,Integrated 5G with GPUs
Micron,92.6,6.56,39.23,"GDDR, HBM Memory",8,5,9,Ray Tracing,"Education, Healthcare, Telecommunications",Leading performance,Software compatibility issues,Upgraded software development kits
Broadcom,23.88,67.37,20.19,"VideoCore, StrataDNX, Tomahawk",7,3,1,Energy Efficiency,Data Center,Leading performance,Inconsistent performance,Integrated 5G with GPUs
Micron,21.46,56.12,23.14,GDDR,7,5,2,Blockchain Security,IoT,Strong developer ecosystem,Late to market in some segments,Released VR-optimized hardware
Micron,150.8,45.65,32.96,"HBM Memory, GDDR",1,3,10,FPGA Optimization,"Data Center, Defense, Media & Entertainment",Wide product portfolio,High power consumption,Enhanced power efficiency technologies
Broadcom,57.52,10.65,6.22,"Tomahawk, VideoCore, StrataDNX",9,7,9,Quantum Computing,"Financial Services, Enterprise, Mobile, Media & Entertainment",High power efficiency,Complex integration,Released VR-optimized hardware
Texas Instruments,94.1,28.79,12.25,DSP,10,5,1,5G Integration,"Media & Entertainment, Consumer Electronics, Automotive",High power efficiency,Limited AI focus,Upgraded software development kits
Xilinx,128.28,39.97,7.88,Alveo,7,4,2,Quantum Computing,"IoT, Education, Defense, Data Center",Global market presence,Late to market in some segments,Announced new AI research lab
Xilinx,42.22,4.81,31.71,Versal,6,5,1,Edge Computing,Financial Services,Diverse product applications,Limited mobile presence,Acquired Mellanox
ARM,54.88,10.5,19.16,Neoverse,2,6,1,High Performance Computing,"Automotive, Healthcare, Telecommunications",Global market presence,Security vulnerabilities,Acquired Mellanox
AMD,132.7,38.51,31.08,"Ryzen Graphics, Radeon, Vega",5,9,5,High Performance Computing,"Telecommunications, Enterprise",Advanced AI capabilities,Narrow product range,Announced new AI research lab
Analog Devices,120.36,69.23,16.08,"Blackfin, SHARC",3,3,8,5G Integration,"Cloud, Media & Entertainment, Data Center, Enterprise",Global market presence,High prices,Enhanced power efficiency technologies
Apple,41.72,56.24,28.45,M1 GPU,5,4,9,Cloud Gaming,"Gaming, AI/Compute, Healthcare",High power efficiency,Narrow product range,Acquired Mellanox
Texas Instruments,101.52,53.55,12.54,"TMS320, DSP",6,2,8,Quantum Computing,"AI/Compute, Data Center, Media & Entertainment",Innovative R&D,Late to market in some segments,Announced new AI research lab
Intel,65.96,57.49,35.95,"Arc, Xe",4,4,6,Mobile Graphics,Healthcare,Strong brand recognition,Narrow product range,Expanded cloud gaming services
ASRock,132.8,22.32,28.98,"Phantom Gaming, X570 GPU",6,2,1,5G Integration,"Gaming, Media & Entertainment, IoT",Global market presence,Complex integration,Expanded cloud gaming services
Intel,42.3,31.07,4.33,"Arc, Xe",7,2,9,Neural Networks,Consumer Electronics,Wide product portfolio,Smaller developer base,Enhanced power efficiency technologies
Google,111.38,35.83,35.47,"Tensor, Coral Edge TPU, TPU",4,5,7,Autonomous Vehicles,"Defense, Telecommunications, Data Center",Global market presence,Inconsistent performance,Announced new AI research lab
Apple,102.24,30.41,24.39,"A14 GPU, M2 GPU, M1 GPU",3,3,4,Deep Learning,"Automotive, Data Center, Cloud, Consumer Electronics",High power efficiency,Limited mobile presence,Enhanced power efficiency technologies
Google,117.4,39.53,27.73,"TPU, Coral Edge TPU, Tensor",9,10,3,High Performance Computing,Automotive,Diverse product applications,Inconsistent performance,Integrated 5G with GPUs
Texas Instruments,55.72,4.18,32.43,"DSP, TMS320",8,8,2,Autonomous Vehicles,"IoT, Data Center, Defense, Consumer Electronics",Scalable architectures,Complex integration,Integrated 5G with GPUs
Marvell,54.52,49.25,30.9,Alaska,7,8,4,Mobile Graphics,"AI/Compute, Enterprise, Telecommunications, Gaming",Wide product portfolio,Complex integration,Introduced AI-focused GPUs
IBM,7.66,0.67,30.38,Z Series,3,8,6,Autonomous Vehicles,"Gaming, Data Center, Automotive",Robust software support,High power consumption,Acquired Mellanox
Intel,16.82,31.81,20.24,"HD Graphics, Arc",8,4,10,Blockchain Security,"AI/Compute, Enterprise, Financial Services",Cutting-edge technology,Late to market in some segments,Released latest mobile GPU
Marvell,83.68,28.99,32.93,"OCTEON, Alaska",8,8,2,Cloud Gaming,IoT,Competitive pricing,Software compatibility issues,Upgraded software development kits
Apple,167.94,64.83,23.31,A15 GPU,10,7,2,Cloud Gaming,"Media & Entertainment, Healthcare, Telecommunications",Innovative R&D,Limited AI focus,Partnered with automotive leaders
Xilinx,19.88,58.02,20.09,Alveo,3,6,4,Mobile Graphics,"Defense, Enterprise, AI/Compute",Advanced AI capabilities,Security vulnerabilities,Announced new AI research lab
Qualcomm,54.44,52.23,4.74,"Kryo, Adreno",5,9,3,Edge Computing,"Data Center, IoT",High power efficiency,Limited AI focus,Acquired Mellanox
ASRock,147.26,41.83,18.48,X570 GPU,2,6,9,Autonomous Vehicles,"Media & Entertainment, Cloud, Mobile, Education",Wide product portfolio,High prices,Expanded cloud gaming services
Apple,61.6,35.69,32.65,"A14 GPU, A15 GPU",2,5,2,Mobile Graphics,"Enterprise, Financial Services, Education",Strong developer ecosystem,Security vulnerabilities,Upgraded software development kits
Intel,28.82,46.96,16.04,"Iris, Xe, Optane",3,9,8,Edge Computing,"Data Center, Cloud",Diverse product applications,Security vulnerabilities,Announced new AI research lab
Intel,61.54,40.09,35.66,Arc,2,8,3,Cloud Gaming,"AI/Compute, Cloud",Diverse product applications,High prices,Acquired Mellanox
ARM,128.54,4.82,35.69,Ethos,5,8,10,Multi-GPU Scaling,"Mobile, Automotive",Innovative R&D,High prices,Announced new AI research lab
Analog Devices,160.32,27.02,14.52,"SHARC, Blackfin",5,5,3,Blockchain Security,AI/Compute,Diverse product applications,Security vulnerabilities,Acquired Mellanox
Broadcom,149.58,73.34,15.32,Tomahawk,2,8,5,Energy Efficiency,"Media & Entertainment, Healthcare, Enterprise",Diverse product applications,Supply chain constraints,Announced new AI research lab
ARM,67.08,54.0,20.29,"Neoverse, Ethos, Mali",2,2,8,FPGA Optimization,Financial Services,Advanced AI capabilities,High power consumption,Announced new AI research lab
